0	2	1
0	38	1
0	15	1
0	1	0
0	42	0
1	7178	1
1	11	1
1	60	1
1	1	0
1	2074	0
2	1	1
2	3	1
2	38	1
2	10	1
2	24	1
3	2	1
3	157	0
4	11	1
4	68	1
4	96	0
4	38	0
5	9	1
5	0	0
5	1	0
5	5680	0
5	3	0
6	2	1
6	9	0
6	3	0
6	57	0
6	7	0
7	0	1
7	1	1
7	11	0
7	9	0
7	3	0
8	1	1
8	2	1
8	36	1
8	38	1
8	11	0
9	11	1
9	10	1
9	3	1
9	38	0
9	30	0
10	248	1
10	9	1
10	11	1
10	732	1
10	96	0
11	1	1
11	9	1
12	0	1
12	2	1
12	1	0
12	19	0
12	60	0
13	96	1
13	1	1
13	9	1
13	40	0
14	0	1
14	3689	0
15	0	1
15	9	1
15	2	1
15	5	1
16	3	1
16	11	0
16	4787	0
17	50	1
17	96	0
17	42	0
17	82	0
17	38	0
18	1	1
18	3	1
18	9	0
18	11	0
18	5	0
19	0	1
19	72	1
19	44	1
19	13	1
19	167	0
20	1	1
20	11	1
20	9	0
20	2	0
20	10	0
21	24	1
21	1	1
21	38	1
21	11	0
21	3	0
22	0	1
22	96	1
22	34	1
22	3	1
22	11	1
23	11	1
23	13	0
23	30	0
24	1	1
24	96	0
24	674	0
24	36	0
24	484	0
25	1	1
25	42	1
25	11	0
25	36	0
25	38	0
26	1	1
26	2	1
26	68	1
26	437	0
27	1	1
27	218	0
27	36	0
27	38	0
28	1	1
28	218	1
28	4	1
28	19	0
28	636	0
29	0	1
29	8	0
29	1	0
29	674	0
29	185	0
30	11	1
30	9	1
30	3	1
30	216	0
31	686	1
31	11	0
31	1	0
31	3	0
31	38	0
32	1	1
32	140	1
32	5	1
32	3	0
33	9	1
33	11	1
33	12	1
33	2199	1
33	3	0
34	0	1
34	10	1
34	1324	0
34	7	0
35	2	1
35	579	0
35	3591	0
36	11	1
36	384	0
36	3	0
36	4905	0
36	752	0
36	58	0
37	19	1
37	1	1
37	2	1
37	3	1
38	1	1
38	13	1
38	3	0
38	364	0
39	0	1
39	2	1
39	96	0
39	185	0
40	218	1
40	276	1
40	1	0
40	690	0
40	38	0
41	2	1
41	3	1
41	11	0
41	124	0
41	13	0
42	37	1
42	439	1
42	4	0
42	245	0
43	0	1
43	38	1
43	72	0
43	2	0
43	996	0
44	1	1
44	11	1
44	5	1
44	9	1
44	3	0
