userId,cryptoId,rating,timestamp
1,1,2.0,1651363200
1,2,4.0,1678752000
1,15,5.0,1691193600
1,38,5.0,1681862400
1,42,2.0,1678752000
2,11,2.0,1684454400
2,38,1.0,1686268800
3,1,3.0,1645142400
3,11,5.0,1690588800
3,60,4.0,1691107200
3,2074,1.0,1694217600
3,7178,4.0,1684108800
4,1,4.0,1664668800
4,3,4.0,1620777600
4,10,4.0,1629331200
4,24,5.0,1675468800
4,38,4.0,1679702400
5,2,5.0,1638921600
5,157,3.0,1669939200
6,11,5.0,1686441600
6,38,3.0,1688428800
6,68,5.0,1689292800
6,96,3.0,1689984000
7,0,3.0,1694736000
7,1,3.0,1683417600
7,3,3.0,1692316800
7,9,4.0,1667260800
7,5680,3.0,1675814400
8,2,5.0,1656892800
8,3,3.0,1655251200
8,7,2.0,1616889600
8,9,2.0,1632873600
8,57,2.0,1628380800
9,0,5.0,1689292800
9,1,4.0,1689897600
9,3,3.0,1672876800
9,9,3.0,1685923200
9,11,3.0,1695772800
10,1,4.0,1614902400
10,2,5.0,1652140800
10,11,3.0,1641686400
10,36,5.0,1689033600
10,38,5.0,1681776000
11,3,5.0,1696118400
11,10,5.0,1697068800
11,11,5.0,1696809600
11,30,3.0,1697241600
11,38,2.0,1697155200
12,9,5.0,1676419200
12,11,5.0,1682899200
12,96,3.0,1686873600
12,248,4.0,1678492800
12,732,4.0,1684627200
13,1,4.0,1684022400
13,9,4.0,1692403200
14,0,4.0,1687132800
14,1,3.0,1692748800
14,2,4.0,1696636800
14,19,3.0,1696464000
14,60,3.0,1696118400
15,1,5.0,1697328000
15,9,5.0,1695168000
15,40,3.0,1642032000
15,96,4.0,1651449600
16,0,5.0,1696032000
16,3689,1.0,1685491200
17,0,5.0,1694649600
17,2,5.0,1692662400
17,5,5.0,1692662400
17,9,4.0,1696809600
18,3,4.0,1695859200
18,11,3.0,1694736000
18,4787,1.0,1686528000
19,38,3.0,1679443200
19,42,3.0,1685664000
19,50,4.0,1696377600
19,82,3.0,1680220800
19,96,3.0,1683849600
20,1,4.0,1675209600
20,3,4.0,1690243200
20,5,3.0,1697328000
20,9,2.0,1683417600
20,11,3.0,1615680000
21,0,3.0,1676246400
21,1,3.0,1652313600
21,5,3.0,1680739200
21,9,1.0,1639526400
21,11,2.0,1661385600
22,0,5.0,1668038400
22,13,5.0,1637712000
22,44,5.0,1679788800
22,72,5.0,1686873600
22,167,1.0,1640908800
23,1,5.0,1695081600
23,2,3.0,1688860800
23,9,3.0,1688860800
23,10,3.0,1673222400
23,11,4.0,1689465600
24,1,4.0,1686700800
24,3,3.0,1687824000
24,11,2.0,1687046400
24,24,5.0,1694649600
24,38,4.0,1691712000
25,0,5.0,1680566400
25,3,5.0,1691107200
25,11,5.0,1694649600
25,34,5.0,1668816000
25,96,5.0,1688860800
26,11,4.0,1684627200
26,13,3.0,1658534400
26,30,3.0,1678838400
27,1,4.0,1685836800
27,36,3.0,1683504000
27,96,3.0,1688601600
27,484,2.0,1637971200
27,674,2.0,1636848000
28,2,3.0,1690761600
28,21,3.0,1692057600
29,1,3.0,1692748800
29,107,2.0,1670112000
29,208,2.0,1678233600
29,343,3.0,1683936000
29,346,1.0,1682812800
30,1,5.0,1695340800
30,11,2.0,1684281600
30,36,2.0,1693612800
30,38,3.0,1690243200
30,42,5.0,1652918400
31,1,4.0,1647043200
31,2,5.0,1568851200
31,68,4.0,1691712000
31,437,3.0,1697241600
32,0,3.0,1678147200
32,1,3.0,1677888000
32,3,3.0,1696723200
32,96,2.0,1682985600
33,1,4.0,1620950400
33,36,3.0,1696032000
33,38,3.0,1695081600
33,218,3.0,1665705600
34,1,4.0,1580428800
34,4,4.0,1673395200
34,19,3.0,1643932800
34,218,4.0,1659571200
34,636,3.0,1653350400
35,5,1.0,1655596800
35,9,1.0,1655942400
35,167,1.0,1655769600
36,0,4.0,1694044800
36,1,3.0,1663286400
36,8,2.0,1650758400
36,185,3.0,1667692800
36,674,2.0,1662249600
37,3,4.0,1682726400
37,9,5.0,1677715200
37,11,4.0,1683417600
37,216,3.0,1678233600
38,1,3.0,1659657600
38,3,3.0,1633132800
38,11,2.0,1612742400
38,38,2.0,1685836800
38,686,4.0,1685577600
39,1,4.0,1669766400
39,3,3.0,1673049600
39,5,5.0,1697241600
39,140,4.0,1607299200
40,3,3.0,1688515200
40,9,4.0,1636502400
40,11,5.0,1688342400
40,12,4.0,1681689600
40,2199,5.0,1693872000
41,0,4.0,1692403200
41,7,3.0,1672876800
41,10,4.0,1696636800
41,1324,3.0,1652227200
42,2,5.0,1697414400
42,579,2.0,1696723200
42,3591,1.0,1624060800
43,3,1.0,1663977600
43,11,4.0,1660435200
43,58,1.0,1650499200
43,384,1.0,1693440000
43,752,1.0,1663977600
43,4905,1.0,1644969600
44,1,5.0,1634601600
44,2,4.0,1669852800
44,3,4.0,1639267200
44,19,4.0,1665792000
45,1,3.0,1670544000
45,2,2.0,1652486400
46,1,4.0,1671408000
46,3,3.0,1641859200
46,13,5.0,1604448000
46,364,3.0,1682985600
47,0,4.0,1672790400
47,2,5.0,1683417600
47,96,1.0,1694649600
47,185,1.0,1664841600
48,1,3.0,1696032000
48,2,3.0,1673308800
48,3,1.0,1694649600
48,36,1.0,1695081600
48,42,3.0,1692316800
49,38,2.0,1692316800
49,42,3.0,1694304000
49,96,2.0,1697414400
49,218,3.0,1689724800
49,347,1.0,1691452800
50,3,3.0,1622419200
50,4,2.0,1625097600
50,11,3.0,1666569600
50,13,2.0,1649808000
50,204,1.0,1643673600
51,1,3.0,1680220800
51,38,2.0,1682812800
51,218,4.0,1687219200
51,276,4.0,1690416000
51,690,1.0,1692748800
52,32,1.0,1679011200
52,90,1.0,1678665600
52,118,1.0,1679529600
52,194,3.0,1679097600
52,477,2.0,1678752000
53,2,4.0,1640995200
53,3,4.0,1635638400
53,11,3.0,1693440000
53,13,3.0,1638316800
53,124,1.0,1666915200
54,0,3.0,1694649600
54,1,3.0,1696636800
54,9,3.0,1678320000
54,11,3.0,1624320000
54,96,3.0,1693699200
55,4,3.0,1647820800
55,37,5.0,1667865600
55,245,3.0,1651104000
55,439,4.0,1663804800
56,0,5.0,1631923200
56,2,3.0,1577750400
56,38,4.0,1696809600
56,72,3.0,1691798400
56,996,3.0,1697241600
57,1,4.0,1692835200
57,3,3.0,1692921600
57,5,5.0,1633996800
57,9,4.0,1672012800
57,11,4.0,1683763200
