5373	1	18610
5373	2	25222
5373	3	27123
5373	4	27184
5373	5	27404
5373	6	15571
5373	7	27248
5042	0	12292
5042	1	18389
5042	2	24891
5042	3	27123
5042	4	27184
5042	5	27404
5042	6	60
5042	7	27266
5042	7	27234
6860	0	14102
6860	1	19585
6860	2	26707
6860	3	27122
6860	4	27184
6860	5	27404
6860	6	1
6860	7	27303
956	0	8229
956	1	15290
956	2	20821
956	3	27122
956	4	27184
956	5	27404
956	6	5473
956	7	27290
956	7	27229
956	7	27342
2490	0	9754
2490	1	16493
2490	2	22351
2490	3	27122
2490	4	27184
2490	5	27404
2490	6	1
2490	7	27248
2490	7	27229
4288	0	11540
4288	1	17848
4288	2	24142
4288	3	27122
4288	4	27184
4288	5	27404
4288	6	15571
4288	7	27248
1887	0	9153
1887	1	16030
1887	2	21752
1887	3	27122
1887	4	27184
1887	5	27404
1887	6	1
1887	6	14682
1887	6	27129
1887	7	27315
1887	7	27245
1887	7	27229
1887	7	27249
6034	0	13281
6034	1	19040
6034	2	25882
6034	3	27122
6034	4	27184
6034	5	27404
6034	6	27165
6034	7	27366
674	0	7948
674	1	15060
674	2	20539
674	3	27123
674	4	27184
674	5	27442
674	6	15571
674	7	27262
7149	0	14385
7149	1	19779
7149	2	26995
7149	3	27122
7149	4	27184
7149	5	27404
7149	6	27156
7149	7	27303
2750	0	10013
2750	1	16705
2750	2	22610
2750	3	27122
2750	4	27184
2750	5	27404
2750	6	1
2750	6	15571
2750	7	27248
2750	7	27342
2750	7	27229
200	0	7476
200	1	14677
200	2	20065
200	3	27122
200	4	27184
200	5	27418
200	6	1
200	6	15571
200	6	14682
200	6	27141
200	7	27245
200	7	27229
200	7	27248
200	7	27342
200	7	27343
200	7	27269
6323	0	13568
6323	1	19234
6323	2	26171
6323	3	27123
6323	4	27184
6323	5	27404
6323	6	15571
6323	7	27248
171	0	7447
171	1	14653
171	2	20036
171	3	27122
171	4	27184
171	5	27404
171	6	1
171	6	14682
171	7	27245
171	7	27256
171	7	27229
171	7	27310
171	7	27258
171	7	27335
842	0	8115
842	1	15191
842	2	20707
842	3	27122
842	4	27184
842	5	27404
842	6	2574
842	7	27229
1566	0	8834
1566	1	15774
1566	2	21431
1566	3	27123
1566	4	27184
1566	5	27404
1566	6	1
1566	7	27229
5085	0	12335
5085	1	18423
5085	2	24934
5085	3	27123
5085	4	27184
5085	5	27410
5085	6	1
5085	7	27354
5085	7	27229
4267	0	11519
4267	1	4267
4267	2	24121
4267	3	27122
4267	4	27184
4267	5	27404
4267	6	9
4267	7	27303
673	0	7947
673	1	15059
673	2	20538
673	3	27122
673	4	27184
673	5	27404
673	6	1
673	6	15571
673	6	27129
673	7	27372
673	7	27249
673	7	27229
673	7	27248
673	7	27342
673	7	27284
673	7	27297
673	7	27283
1291	0	8561
1291	1	1291
1291	2	21156
1291	3	27122
1291	4	27184
1291	5	27404
1291	6	1
1291	7	27229
1291	7	27284
3645	0	10901
3645	1	17392
3645	2	23501
3645	3	27122
3645	4	27184
3645	5	27404
3645	6	80
3645	7	27366
5520	0	12769
5520	1	18710
5520	2	25369
5520	3	27122
5520	4	27184
5520	5	27404
5520	6	1
5520	7	27260
5520	7	27229
4971	0	12221
4971	1	18343
4971	2	24820
4971	3	27123
4971	4	27184
4971	5	27404
4971	6	1
4971	7	27229
1365	0	8634
1365	1	15617
1365	2	21230
1365	3	27122
1365	4	27197
1365	5	27404
1365	6	15571
1365	6	27132
1365	6	1
1365	6	14682
1365	7	27245
1365	7	27241
1365	7	27229
1365	7	27248
1365	7	27228
3995	0	11247
3995	1	17644
3995	2	23849
3995	3	27122
3995	4	27184
3995	5	27404
3995	6	15571
3995	7	27384
3995	7	27248
180	0	7456
180	1	14660
180	2	20045
180	3	27122
180	4	27184
180	5	27416
180	6	1
180	7	27229
180	7	27254
4384	0	11636
4384	1	17920
4384	2	24238
4384	3	27122
4384	4	27184
4384	5	27404
4384	6	1
4384	7	27336
4384	7	27229
2211	0	9477
2211	1	16271
2211	2	22074
2211	3	27122
2211	4	27184
2211	5	27404
2211	6	1
2211	6	15571
2211	6	27129
2211	7	27229
2211	7	27342
2211	7	27249
2211	7	27248
2211	7	27282
2211	7	27283
2211	7	27284
3856	0	11110
3856	1	17542
3856	2	23710
3856	3	27122
3856	4	27184
3856	5	27404
3856	6	27129
3856	7	27249
444	0	7719
444	1	444
444	2	20309
444	3	27123
444	4	27184
444	5	27405
444	6	1
444	6	15571
444	7	27229
444	7	27248
6399	0	13643
6399	1	17210
6399	2	26246
6399	3	27123
6399	4	27184
6399	5	27404
6399	6	1
6399	6	14682
6399	7	27303
4653	0	11904
4653	1	18118
4653	2	24504
4653	3	27122
4653	4	27184
4653	5	27404
4653	6	109
4653	7	27303
2075	0	9341
2075	1	15825
2075	2	21939
2075	3	27122
2075	4	27184
2075	5	27404
2075	6	15571
2075	7	27248
1700	0	8966
1700	1	15883
1700	2	21565
1700	3	27122
1700	4	27184
1700	5	27404
1700	6	15571
1700	7	27248
5465	0	12714
5465	1	18671
5465	2	25314
5465	3	27123
5465	4	27184
5465	5	27404
5465	6	27155
5465	7	27303
6619	0	13862
6619	1	15020
6619	2	26466
6619	3	27122
6619	4	27184
6619	5	27404
6619	6	15571
6619	7	27248
378	0	7653
378	1	14825
378	2	20243
378	3	27122
378	4	27184
378	5	27404
378	6	9
378	7	27232
1258	0	8529
1258	1	15534
1258	2	21123
1258	3	27123
1258	4	27184
1258	5	27404
1258	6	1
1258	6	15571
1258	7	27301
1258	7	27229
1258	7	27342
1258	7	27248
206	0	7482
206	1	14681
206	2	20071
206	3	27123
206	4	27184
206	5	27404
206	6	1
206	6	7192
206	6	322
206	6	15571
206	6	14682
206	6	27134
206	6	27129
206	6	64
206	6	194
206	6	124
206	7	27272
206	7	27239
206	7	27311
206	7	27245
206	7	27344
206	7	27247
206	7	27242
206	7	27249
206	7	27248
206	7	27244
206	7	27278
206	7	27274
206	7	27229
2021	0	9287
2021	1	16131
2021	2	21885
2021	3	27123
2021	4	27212
2021	5	27404
2021	6	27129
2021	7	27230
819	0	8093
819	1	819
819	2	20684
819	3	27123
819	4	27184
819	5	27416
819	6	2170
819	7	27229
819	7	27257
5092	0	12342
5092	1	18425
5092	2	24941
5092	3	27123
5092	4	27184
5092	5	27404
5092	6	5091
5092	7	27237
6460	0	13704
6460	1	19318
6460	2	26307
6460	3	27122
6460	4	27184
6460	5	27404
6460	6	14682
6460	7	27303
5688	0	12936
5688	1	18814
5688	2	25536
5688	3	27122
5688	4	27184
5688	5	27404
5688	6	15571
5688	7	27248
5586	0	12835
5586	1	18752
5586	2	25435
5586	3	27122
5586	4	27184
5586	5	27404
5586	6	27129
5586	7	27249
1445	0	8714
1445	1	15681
1445	2	21310
1445	3	27122
1445	4	27184
1445	5	27404
1445	6	1
1445	6	15571
1445	6	27129
1445	7	27229
1445	7	27248
1445	7	27297
1445	7	27249
4546	0	11798
4546	1	14512
4546	2	24398
4546	3	27123
4546	4	27184
4546	5	27404
4546	6	9
4546	6	96
4546	6	11524
4546	6	34
4546	6	15571
4546	6	27145
4546	6	27129
4546	6	27134
4546	6	16914
4546	6	12815
4546	7	27247
4546	7	27249
4546	7	27248
4546	7	27398
93	0	7370
93	1	14588
93	2	19958
93	3	27122
93	4	27191
93	5	27410
93	6	1
93	7	27229
93	7	27253
93	7	27254
5009	0	12259
5009	1	18369
5009	2	24858
5009	3	27123
5009	4	27184
5009	5	27404
5009	6	14682
5009	7	27303
2099	0	9365
2099	1	2099
2099	2	21963
2099	3	27122
2099	4	27184
2099	5	27404
2099	6	15571
2099	7	27248
1714	0	8980
1714	1	15896
1714	2	21579
1714	3	27122
1714	4	27184
1714	5	27405
1714	6	1
1714	7	27229
1714	7	27310
1714	7	27265
4519	0	11771
4519	1	18017
4519	2	24371
4519	3	27123
4519	4	27184
4519	5	27404
4519	6	1
4519	7	27229
1292	0	8562
1292	1	15561
1292	2	21157
1292	3	27122
1292	4	27191
1292	5	27423
1292	6	1292
1292	7	27303
654	0	7928
654	1	15043
654	2	20519
654	3	27123
654	4	27188
654	5	27404
654	6	654
654	7	27228
2126	0	9392
2126	1	16210
2126	2	21990
2126	3	27123
2126	4	27184
2126	5	27404
2126	6	15571
2126	7	27302
2126	7	27284
2126	7	27297
2126	7	27248
2126	7	27283
5267	0	12516
5267	1	18544
5267	2	25116
5267	3	27122
5267	4	27184
5267	5	27404
5267	6	15571
5267	7	27248
479	0	7754
479	1	14905
479	2	20344
479	3	27122
479	4	27184
479	5	27418
479	6	1
479	7	27229
479	7	27364
23	0	7300
23	1	14532
23	2	19888
23	3	27123
23	4	27184
23	5	27404
23	6	1
23	6	1518
23	7	27229
23	7	27253
23	7	27254
99	0	7376
99	1	14592
99	2	19964
99	3	27123
99	4	27184
99	5	27404
99	6	27133
99	7	27303
2873	0	10136
2873	1	16796
2873	2	22733
2873	3	27123
2873	4	27182
2873	5	27450
2873	6	2873
2873	7	27228
6	0	7283
6	1	14517
6	2	19871
6	3	27122
6	4	27184
6	5	27404
6	6	1
6	7	27229
6	7	27257
6	7	27258
6	7	27259
127	0	7403
127	1	14615
127	2	19992
127	3	27122
127	4	27184
127	5	27406
127	6	1
127	6	14682
127	6	1175
127	7	27263
127	7	27264
127	7	27245
127	7	27229
127	7	27258
127	7	27270
127	7	27254
1726	0	8992
1726	1	15905
1726	2	21591
1726	3	27123
1726	4	27184
1726	5	27405
1726	6	1
1726	7	27229
5789	0	13037
5789	1	18878
5789	2	25637
5789	3	27123
5789	4	27184
5789	5	27421
5789	6	1
5789	7	27229
337	0	7612
337	1	14792
337	2	20202
337	3	27122
337	4	27184
337	5	27404
337	6	1
337	6	15571
337	6	27129
337	6	109
337	6	27131
337	6	27141
337	7	27240
337	7	27229
337	7	27342
337	7	27248
337	7	27249
337	7	27319
3502	0	10759
3502	1	17291
3502	2	23358
3502	3	27122
3502	4	27184
3502	5	27404
3502	6	15571
3502	7	27248
5669	0	12917
5669	1	18803
5669	2	25517
5669	3	27123
5669	4	27184
5669	5	27404
5669	6	1
5669	6	27129
5669	7	27249
5669	7	27229
7205	0	14441
7205	1	7205
7205	2	27051
7205	3	27123
7205	4	27184
7205	5	27404
7205	6	1
7205	7	27291
7205	7	27229
5577	0	12826
5577	1	18746
5577	2	25426
5577	3	27122
5577	4	27191
5577	5	27408
5577	6	5577
5577	7	27303
3583	0	10839
3583	1	17347
3583	2	23439
3583	3	27122
3583	4	27184
3583	5	27404
3583	6	15571
3583	7	27303
3757	0	11012
3757	1	17474
3757	2	23613
3757	3	27122
3757	4	27184
3757	5	27404
3757	6	1
3757	6	27129
3757	7	27249
3757	7	27229
3783	0	11038
3783	1	17494
3783	2	23638
3783	3	27122
3783	4	27184
3783	5	27404
3783	6	15571
3783	7	27248
2179	0	9445
2179	1	16247
2179	2	22042
2179	3	27122
2179	4	27184
2179	5	27404
2179	6	1
2179	6	15571
2179	7	27229
2179	7	27248
2179	7	27249
4329	0	11581
4329	1	17882
4329	2	24183
4329	3	27123
4329	4	27184
4329	5	27404
4329	6	15571
4329	7	27248
3417	0	10677
3417	1	17225
3417	2	23273
3417	3	27122
3417	4	27184
3417	5	27404
3417	6	14682
3417	7	27245
5296	0	12545
5296	1	18564
5296	2	25145
5296	3	27122
5296	4	27184
5296	5	27404
5296	6	1
5296	7	27260
5296	7	27229
872	0	8145
872	1	15217
872	2	20737
872	3	27122
872	4	27184
872	5	27404
872	6	3108
872	7	27245
872	7	27229
872	7	27258
872	7	27270
6910	0	14151
6910	1	19620
6910	2	26757
6910	3	27123
6910	4	27184
6910	5	27404
6910	6	27130
6910	7	27356
3314	0	10575
3314	1	17144
3314	2	23170
3314	3	27122
3314	4	27184
3314	5	27438
3314	6	1
3314	7	27229
3314	7	27276
4974	0	12224
4974	1	16712
4974	2	24823
4974	3	27123
4974	4	27184
4974	5	27404
4974	6	1
4974	7	27229
1076	0	8349
1076	1	15390
1076	2	20941
1076	3	27122
1076	4	27184
1076	5	27416
1076	6	15571
1076	7	27229
1076	7	27342
1076	7	27254
1076	7	27258
1076	7	27270
1076	7	27244
1076	7	27248
1076	7	27247
1076	7	27249
5119	0	12368
5119	1	18443
5119	2	24968
5119	3	27122
5119	4	27184
5119	5	27404
5119	6	46
5119	7	27293
5119	7	27229
6073	0	13320
6073	1	6073
6073	2	25921
6073	3	27123
6073	4	27184
6073	5	27467
6073	6	15571
6073	7	27303
984	0	8257
984	1	15315
984	2	20849
984	3	27122
984	4	27184
984	5	27404
984	6	6249
984	7	27258
984	7	27316
984	7	27229
4552	0	11804
4552	1	18043
4552	2	24404
4552	3	27122
4552	4	27184
4552	5	27404
4552	6	1
4552	7	27303
6190	0	13435
6190	1	19141
6190	2	26038
6190	3	27123
6190	4	27184
6190	5	27404
6190	6	27131
6190	7	27303
4917	0	12167
4917	1	18309
4917	2	24766
4917	3	27122
4917	4	27184
4917	5	27404
4917	6	9
4917	7	27303
632	0	7907
632	1	15026
632	2	20497
632	3	27123
632	4	27184
632	5	27410
632	6	1
632	7	27280
632	7	27229
632	7	27281
5633	0	12881
5633	1	5633
5633	2	25481
5633	3	27122
5633	4	27184
5633	5	27404
5633	6	1
5633	7	27229
4447	0	11699
4447	1	4447
4447	2	24301
4447	3	27123
4447	4	27184
4447	5	27404
4447	6	1
4447	7	27229
2899	0	10162
2899	1	16818
2899	2	22759
2899	3	27122
2899	4	27184
2899	5	27404
2899	6	15571
2899	7	27248
199	0	7475
199	1	14676
199	2	20064
199	3	27123
199	4	27184
199	5	27404
199	6	1
199	6	64
199	6	1175
199	7	27262
199	7	27244
199	7	27229
199	7	27249
199	7	27243
199	7	27278
199	7	27275
199	7	27258
199	7	27276
366	0	7641
366	1	366
366	2	20231
366	3	27123
366	4	27184
366	5	27404
366	6	1
366	7	27304
366	7	27281
366	7	27229
2869	0	10132
2869	1	16793
2869	2	22729
2869	3	27123
2869	4	27184
2869	5	27404
2869	6	15571
2869	7	27303
375	0	7650
375	1	14822
375	2	20240
375	3	27122
375	4	27184
375	5	27409
375	6	8
375	6	15571
375	6	1
375	7	27280
375	7	27229
375	7	27248
375	7	27261
1475	0	8744
1475	1	15702
1475	2	21340
1475	3	27122
1475	4	27184
1475	5	27404
1475	6	1
1475	7	27372
1475	7	27306
1475	7	27229
5274	0	12523
5274	1	18547
5274	2	25123
5274	3	27123
5274	4	27184
5274	5	27404
5274	6	15571
5274	7	27248
6762	0	14004
6762	1	19518
6762	2	26609
6762	3	27122
6762	4	27184
6762	5	27404
6762	6	1
6762	6	27129
6762	7	27249
6762	7	27229
3827	0	11082
3827	1	17525
3827	2	23682
3827	3	27122
3827	4	27184
3827	5	27404
3827	6	27134
3827	7	27247
395	0	7670
395	1	14834
395	2	20260
395	3	27123
395	4	27184
395	5	27404
395	6	1
395	6	1175
395	7	27229
395	7	27306
753	0	8027
753	1	753
753	2	20618
753	3	27122
753	4	27184
753	5	27441
753	6	1
753	6	15571
753	7	27280
753	7	27229
753	7	27249
753	7	27247
753	7	27248
753	7	27232
753	7	27281
753	7	27278
753	7	27265
753	7	27274
4319	0	11571
4319	1	17876
4319	2	24173
4319	3	27122
4319	4	27184
4319	5	27404
4319	6	15571
4319	7	27248
2472	0	9736
2472	1	16491
2472	2	22333
2472	3	27123
2472	4	27184
2472	5	27404
2472	6	1
2472	7	27229
2994	0	10257
2994	1	2994
2994	2	22852
2994	3	27122
2994	4	27184
2994	5	27404
2994	6	1
2994	7	27229
2994	7	27271
7024	0	14265
7024	1	19697
7024	2	26871
7024	3	27122
7024	4	27184
7024	5	27404
7024	6	641
7024	7	27303
3855	0	11109
3855	1	17541
3855	2	23709
3855	3	27122
3855	4	27184
3855	5	27404
3855	6	15571
3855	7	27248
1156	0	8427
1156	1	15449
1156	2	21021
1156	3	27122
1156	4	27184
1156	5	27433
1156	6	1
1156	6	15571
1156	6	27134
1156	6	27129
1156	6	1175
1156	7	27229
1156	7	27247
1156	7	27249
1156	7	27248
1156	7	27258
1156	7	27274
2406	0	9671
2406	1	16433
2406	2	22268
2406	3	27122
2406	4	27184
2406	5	27404
2406	6	1
2406	6	27134
2406	7	27247
2406	7	27229
6470	0	13714
6470	1	19325
6470	2	26317
6470	3	27123
6470	4	27184
6470	5	27404
6470	6	52
6470	7	27303
4419	0	11671
4419	1	4419
4419	2	24273
4419	3	27122
4419	4	27184
4419	5	27404
4419	6	27129
4419	7	27249
6692	0	13934
6692	1	19471
6692	2	26539
6692	3	27123
6692	4	27226
6692	5	27404
6692	6	6692
6692	7	27317
1372	0	8641
1372	1	15623
1372	2	21237
1372	3	27122
1372	4	27184
1372	5	27405
1372	6	1
1372	6	27129
1372	7	27229
1372	7	27249
1372	7	27301
3638	0	10894
3638	1	17386
3638	2	23494
3638	3	27122
3638	4	27184
3638	5	27404
3638	6	1
3638	7	27229
1577	0	8845
1577	1	15781
1577	2	21442
1577	3	27123
1577	4	27183
1577	5	27441
1577	6	1
1577	6	15571
1577	7	27248
1577	7	27229
1577	7	27228
1577	7	27383
5837	0	13085
5837	1	18909
5837	2	25685
5837	3	27122
5837	4	27184
5837	5	27404
5837	6	15571
5837	7	27303
6289	0	13534
6289	1	19208
6289	2	26137
6289	3	27123
6289	4	27184
6289	5	27404
6289	6	15571
6289	7	27248
6289	7	27260
2275	0	9541
2275	1	2275
2275	2	22138
2275	3	27122
2275	4	27184
2275	5	27404
2275	6	15571
2275	7	27336
2275	7	27304
2275	7	27248
7039	0	14280
7039	1	19706
7039	2	26886
7039	3	27122
7039	4	27184
7039	5	27404
7039	6	1
7039	7	27229
4208	0	11460
4208	1	17788
4208	2	24062
4208	3	27123
4208	4	27184
4208	5	27404
4208	6	28
4208	7	27303
7047	0	14288
7047	1	19712
7047	2	26894
7047	3	27123
7047	4	27184
7047	5	27404
7047	6	1
7047	7	27229
4056	0	11308
4056	1	17685
4056	2	23910
4056	3	27123
4056	4	27183
4056	5	27404
4056	6	1
4056	7	27229
4056	7	27278
3293	0	10554
3293	1	17126
3293	2	23149
3293	3	27122
3293	4	9627
3293	5	27404
3293	6	3293
3293	7	27228
987	0	8260
987	1	15318
987	2	20852
987	3	27123
987	4	27184
987	5	27404
987	6	6339
987	7	27229
987	7	27308
987	7	27258
987	7	27295
987	7	27310
5493	0	12742
5493	1	18688
5493	2	25342
5493	3	27122
5493	4	27184
5493	5	27404
5493	6	15571
5493	7	27303
6482	0	13726
6482	1	19331
6482	2	26329
6482	3	27123
6482	4	27184
6482	5	27405
6482	6	15571
6482	7	27276
6482	7	27248
2047	0	9313
2047	1	16153
2047	2	21911
2047	3	27122
2047	4	27184
2047	5	27404
2047	6	1
2047	7	27229
2047	7	27307
2047	7	27327
6855	0	14097
6855	1	6854
6855	2	26702
6855	3	27123
6855	4	27184
6855	5	27423
6855	6	1
6855	6	27134
6855	6	5091
6855	6	27141
6855	6	132
6855	6	27129
6855	7	27251
6855	7	27237
6855	7	27247
6855	7	27249
6855	7	27378
6855	7	27229
2769	0	10032
2769	1	16724
2769	2	22629
2769	3	27122
2769	4	27184
2769	5	27404
2769	6	1
2769	6	27129
2769	7	27249
2769	7	27343
2769	7	27229
1679	0	8945
1679	1	15864
1679	2	21544
1679	3	27122
1679	4	27184
1679	5	27404
1679	6	27129
1679	7	27249
2910	0	10173
2910	1	16827
2910	2	22770
2910	3	27122
2910	4	27184
2910	5	27404
2910	6	1
2910	7	27229
2910	7	27249
2910	7	27265
2910	7	27258
2910	7	27318
3896	0	11150
3896	1	17577
3896	2	23750
3896	3	27123
3896	4	27184
3896	5	27404
3896	6	14682
3896	7	27303
5419	0	12668
5419	1	18641
5419	2	25268
5419	3	27123
5419	4	27184
5419	5	27474
5419	6	1
5419	6	15571
5419	7	27248
5419	7	27229
7079	0	14319
7079	1	19733
7079	2	26926
7079	3	27122
7079	4	27184
7079	5	27404
7079	6	27137
7079	7	27303
4607	0	11858
4607	1	18086
4607	2	24459
4607	3	27122
4607	4	27184
4607	5	27404
4607	6	15571
4607	6	1
4607	7	27229
4607	7	27248
550	0	7825
550	1	14964
550	2	20415
550	3	27122
550	4	27184
550	5	27404
550	6	1
550	6	1518
550	6	15571
550	7	27229
550	7	27265
550	7	27248
550	7	27237
550	7	27249
550	7	27258
550	7	27275
4222	0	11474
4222	1	16403
4222	2	24076
4222	3	27122
4222	4	27184
4222	5	27404
4222	6	27134
4222	7	27247
507	0	7782
507	1	14930
507	2	20372
507	3	27123
507	4	27184
507	5	27404
507	6	1
507	6	27129
507	6	5091
507	6	14682
507	7	27245
507	7	27237
507	7	27239
507	7	27229
507	7	27249
507	7	27275
507	7	27258
507	7	27276
1490	0	8759
1490	1	15714
1490	2	21355
